BTC,ETH,BNB,SOL,USDC,XRP,DOGE,ADA,SHIB,AVAX,LINK,DOT,TRX,BCH,NEAR,MATIC,UNI,LTC,PEPE,ICP,DAI,ETC,RNDR,APT,HBAR,IMX,WIF,ATOM,FIL,ARB,XLM,STX,AR,XMR,GRT,FLOKI,FDUSD,TAO,OP,SUI,NOT,VET,MKR
35624.72,1888.12,246.7,43.13,0.9997,0.6869,0.07534,0.3577,8.28e-06,12.99,14.919,5.033,0.09833,245.5,1.47,0.7874,5.179,73.07,1.19e-06,4.264,,18.32,2.329,7.4209,0.0605,0.8564,,8.65,4.43,1.0932,0.1276,0.7019,7.698,167.3,0.1339,3.084e-05,0.9995,,1.526,0.578,,0.02255,1314.0
36701.09,2121.32,251.6,45.29,0.9998,0.6665,0.07357,0.3684,8.23e-06,12.96,14.603,5.09,0.09889,240.1,1.438,0.8546,5.123,73.83,1.33e-06,4.089,,20.68,2.279,7.2949,0.0597,0.9042,,9.023,4.499,1.2083,0.123,0.679,7.509,170.3,0.1356,3.031e-05,0.9991,,1.742,0.561,,0.02205,1376.0
37301.63,2077.72,251.0,56.67,0.9994,0.6595,0.07539,0.3859,8.49e-06,14.74,15.493,5.3,0.10622,239.7,1.553,0.8427,5.28,73.28,1.35e-06,4.38,,20.74,2.425,7.4943,0.0628,1.1088,,9.178,4.584,1.1733,0.1237,0.6896,7.856,170.8,0.1357,3.109e-05,0.9991,,1.72,0.6095,,0.02281,1322.0
37130.0,2053.17,251.5,56.34,0.9998,0.6626,0.07849,0.3844,9.09e-06,16.79,16.477,5.557,0.108,236.7,1.598,0.8033,5.393,75.26,1.28e-06,4.462,,20.05,2.51,7.6714,0.0619,1.17,,9.239,4.739,1.1373,0.125,0.6699,7.226,169.3,0.1364,3.135e-05,0.999,,1.693,0.5921,,0.0223,1287.0
37064.13,2044.68,247.4,56.28,0.9995,0.6613,0.07795,0.3834,8.92e-06,18.98,16.025,5.709,0.10851,236.6,1.701,0.8971,5.417,74.88,1.23e-06,4.672,,20.05,2.414,7.8127,0.0621,1.1883,,9.527,5.144,1.1558,0.1244,0.6751,7.321,171.2,0.135,3.043e-05,0.9993,,1.821,0.6179,,0.02227,1290.0
36462.93,2053.65,241.1,51.6,0.9997,0.6702,0.07456,0.3568,8.53e-06,16.12,14.358,5.348,0.10688,234.0,1.59,0.8821,5.222,71.1,1.16e-06,4.514,,19.97,2.302,7.3263,0.059,1.1296,,9.173,5.012,1.1149,0.1223,0.6387,7.204,162.6,0.1241,3.389e-05,0.9995,,1.789,0.6005,,0.02129,1379.0
35551.19,1979.39,242.3,56.81,0.9998,0.6296,0.07244,0.3579,8.34e-06,17.05,13.945,5.197,0.10222,232.0,1.538,0.9176,5.061,70.61,1.15e-06,4.271,,19.07,2.256,7.1269,0.0587,1.1168,,9.118,4.789,1.0768,0.1179,0.6199,7.61,163.3,0.1252,3.336e-05,0.9998,,1.792,0.5662,,0.02071,1384.0
37858.2,2058.48,253.7,65.43,0.9996,0.6481,0.07623,0.3788,8.79e-06,20.7,15.027,5.564,0.10406,237.8,1.7,0.9191,5.382,74.03,1.26e-06,4.735,,19.89,2.847,7.6859,0.0618,1.2106,,9.646,5.219,1.1426,0.1214,0.6538,7.473,161.1,0.1334,3.617e-05,1.0002,,1.861,0.619,,0.0219,1418.0
36163.51,1961.77,242.7,57.8,0.9999,0.6119,0.07947,0.3706,8.5e-06,21.71,13.866,5.352,0.10233,234.0,1.721,0.845,5.196,70.97,1.14e-06,4.401,,19.28,3.012,7.281,0.0609,1.1164,,9.594,4.85,1.0784,0.1184,0.6468,7.177,160.8,0.1285,3.329e-05,0.9997,,1.808,0.5652,,0.02088,1336.0
36613.92,1960.82,244.9,58.51,0.9996,0.6133,0.08641,0.3671,8.82e-06,21.94,13.702,5.244,0.10371,229.7,1.872,0.8305,5.108,70.29,1.16e-06,4.336,,19.38,3.051,7.2557,0.0638,1.1788,,9.39,4.737,1.0434,0.1184,0.6345,7.167,162.9,0.1264,3.346e-05,0.9997,,1.71,0.5541,,0.02108,1362.0
36568.1,1962.6,244.8,58.56,0.9996,0.6106,0.08028,0.3772,8.56e-06,21.99,13.75,5.289,0.1029,227.3,1.77,0.8319,5.064,69.86,1.15e-06,4.316,,19.19,3.383,7.0711,0.0616,1.1407,,9.231,4.716,1.0326,0.1193,0.6338,8.108,160.8,0.127,3.222e-05,0.9998,,1.74,0.5466,,0.021,1367.0
37359.86,2011.47,246.4,61.1,0.9996,0.6258,0.08046,0.384,8.67e-06,22.85,14.908,5.434,0.10349,230.1,1.985,0.8522,5.234,70.54,1.19e-06,4.58,,19.59,3.361,7.2135,0.0624,1.3518,,9.365,4.881,1.0459,0.121,0.6477,9.107,163.9,0.1368,3.287e-05,0.9998,,1.778,0.5633,,0.02144,1385.0
37448.78,2021.4,253.1,56.57,0.9993,0.6122,0.07768,0.3804,8.43e-06,20.85,14.477,5.302,0.10096,226.2,1.997,0.8103,5.187,69.51,1.14e-06,4.533,,19.44,3.412,7.1999,0.0661,1.3455,,8.966,4.687,1.027,0.1197,0.6387,8.194,163.0,0.1387,3.102e-05,1.0,,1.729,0.5547,,0.02134,1403.0
35741.65,1933.01,225.5,51.65,0.9996,0.5788,0.07176,0.3566,7.74e-06,19.02,13.359,4.858,0.09612,216.4,1.75,0.728,4.85,66.15,1.03e-06,4.079,,18.06,3.058,6.7733,0.0583,1.259,,8.203,4.192,0.9499,0.1134,0.5841,7.238,158.8,0.1251,2.931e-05,0.9982,,1.591,0.5022,,0.01929,1371.0
37408.34,2063.21,236.1,57.56,0.9997,0.6109,0.07575,0.3805,8.1e-06,20.78,14.212,5.174,0.10115,223.8,1.824,0.7726,6.109,68.7,1.1e-06,4.438,,18.98,3.351,7.3169,0.0625,1.3865,,8.806,4.474,1.0193,0.1182,0.627,7.822,163.1,0.1451,3.263e-05,0.9995,,1.736,0.5562,,0.021,1466.0
37294.28,2062.2,233.8,56.51,0.9999,0.6209,0.0762,0.3873,8.11e-06,20.64,14.398,5.139,0.10208,225.1,1.808,0.7721,6.331,69.51,1.07e-06,4.597,,18.92,3.219,7.2274,0.0615,1.418,,8.744,4.487,1.0161,0.1172,0.6299,7.674,165.8,0.1385,3.194e-05,0.9997,,1.825,0.5885,,0.02125,1471.0
37713.57,2080.84,232.7,56.86,0.9992,0.6212,0.07818,0.3862,8.19e-06,20.89,14.482,5.242,0.10455,226.4,1.833,0.7595,6.167,70.73,1.1e-06,4.606,,19.2,3.394,7.4404,0.0623,1.4265,,8.908,4.643,1.0496,0.1178,0.6456,7.789,170.4,0.1542,3.259e-05,0.9995,,1.8,0.6267,,0.02127,1458.0
37780.67,2083.09,234.4,58.82,0.9995,0.6228,0.07894,0.3941,8.48e-06,21.36,14.762,5.328,0.10895,227.6,1.885,0.7793,6.167,71.87,1.18e-06,4.721,,19.42,3.462,7.4113,0.0636,1.4154,,9.491,4.779,1.0666,0.1211,0.6585,7.891,172.0,0.1519,3.379e-05,0.9995,,1.785,0.6553,,0.0223,1459.0
37447.43,2062.33,231.7,57.57,0.9997,0.6157,0.07868,0.3873,8.29e-06,21.06,14.766,5.329,0.10778,226.8,1.828,0.7622,6.18,70.03,1.11e-06,4.653,,19.11,3.307,7.2757,0.0629,1.3582,,9.912,4.595,1.0374,0.1198,0.6919,7.716,169.4,0.1496,3.22e-05,0.9994,,1.815,0.6349,,0.02243,1486.0
37242.7,2027.5,227.2,55.06,1.0,0.6039,0.07884,0.3777,8.19e-06,20.35,14.186,5.156,0.10193,223.2,1.781,0.7426,6.294,69.22,1.09e-06,4.478,,18.55,3.165,6.9559,0.0615,1.3422,,9.307,4.541,1.0174,0.1165,0.6535,7.458,165.5,0.1484,3.14e-05,0.9985,,1.723,0.5933,,0.02152,1476.0
37818.87,2048.14,229.6,58.18,0.9995,0.6107,0.08083,0.3858,8.31e-06,20.68,14.521,5.275,0.10295,223.3,1.821,0.7486,6.167,69.77,1.1e-06,4.582,,18.85,3.307,7.0321,0.0611,1.3444,,9.256,4.533,1.0172,0.1185,0.7239,7.91,167.6,0.1467,3.205e-05,0.9991,,1.713,0.618,,0.02162,1487.0
37854.64,2028.81,227.3,59.31,0.9999,0.6091,0.08047,0.3816,8.22e-06,21.12,14.511,5.161,0.10343,223.2,1.798,0.7575,6.008,70.0,1.06e-06,4.513,,18.74,3.242,7.0238,0.0601,1.2795,,9.222,4.433,1.0081,0.1185,0.7221,7.73,165.9,0.1433,3.191e-05,0.9993,,1.689,0.601,,0.02178,1523.0
37723.96,2051.96,227.6,59.3,0.9999,0.6063,0.08343,0.3759,8.3e-06,21.39,14.412,5.473,0.10347,221.4,1.879,0.7627,5.959,69.42,1.09e-06,4.562,,18.65,3.43,6.9785,0.0602,1.2808,,9.249,4.384,1.0064,0.1183,0.6915,7.85,169.9,0.1429,3.21e-05,0.9994,,1.672,0.5971,,0.02136,1528.0
38682.52,2087.24,228.5,59.75,0.9995,0.6125,0.08385,0.3844,8.37e-06,21.87,14.988,5.471,0.10306,225.1,1.893,0.7994,6.016,71.57,1.11e-06,4.69,,18.97,3.552,7.0623,0.0608,1.4418,,9.466,4.505,1.0342,0.1198,0.7634,8.42,171.7,0.15,3.277e-05,0.9993,,1.657,0.6131,,0.02254,1548.0
39450.35,2164.74,229.0,63.66,0.9996,0.6208,0.08617,0.3976,8.52e-06,22.24,15.992,5.562,0.10317,228.2,2.008,0.8152,6.172,72.2,1.17e-06,4.835,,19.59,3.632,7.3456,0.0625,1.4113,,9.635,4.662,1.1105,0.1216,0.7805,8.2,172.6,0.152,3.395e-05,0.9994,,1.757,0.6253,,0.0229,1542.0
39972.26,2192.95,228.1,62.98,0.9997,0.6229,0.08571,0.3949,9.02e-06,21.94,15.705,5.541,0.10308,230.0,1.979,0.8138,6.057,72.31,1.2e-06,4.711,,19.84,3.871,7.3024,0.0623,1.4293,,9.539,4.574,1.0965,0.122,0.8291,8.03,172.3,0.1495,3.363e-05,0.9993,,1.719,0.6153,,0.02264,1514.0
41991.1,2243.37,233.5,61.64,1.0,0.6245,0.09188,0.4068,9.21e-06,22.68,15.813,5.632,0.10384,252.3,2.149,0.8105,6.111,72.93,1.39e-06,5.128,,19.98,3.73,7.7706,0.0638,1.4215,,9.777,4.732,1.0922,0.1222,1.1799,8.262,170.6,0.1507,3.737e-05,0.9992,,1.798,0.629,,0.02409,1483.0
44073.32,2293.33,231.2,61.03,0.9999,0.621,0.09435,0.4257,9.49e-06,24.54,15.729,5.907,0.10356,250.9,2.257,0.8137,6.256,74.34,1.61e-06,5.112,,20.26,3.687,7.7001,0.066,1.4187,,9.891,4.784,1.0909,0.1224,1.1827,8.393,171.1,0.1576,4.247e-05,0.9992,,1.803,0.6443,,0.02481,1487.0
43762.69,2232.7,229.4,61.85,0.9999,0.64,0.09493,0.4429,9.72e-06,26.2,15.268,6.046,0.10476,244.6,2.285,0.8197,6.0,72.41,1.48e-06,4.892,,20.28,3.643,7.3836,0.0686,1.3909,,9.745,4.739,1.0587,0.1254,1.0335,7.885,170.7,0.1635,3.907e-05,0.9993,,1.713,0.6201,,0.02532,1425.0
43273.14,2355.73,232.6,67.74,0.9998,0.6432,0.09593,0.4555,9.78e-06,26.28,15.691,6.242,0.10416,246.9,2.267,0.8424,6.293,74.02,1.53e-06,5.064,,21.98,3.642,7.9407,0.0692,1.5358,,9.902,5.031,1.1719,0.1262,0.9957,8.451,172.9,0.1647,4.159e-05,0.9994,,2.172,0.6713,,0.02523,1451.0
44170.99,2358.72,238.9,74.94,0.9997,0.6721,0.10164,0.5454,1.019e-05,30.44,16.925,6.837,0.10663,253.5,2.376,0.9058,6.512,78.5,1.58e-06,5.217,,22.26,3.852,8.4938,0.0742,1.5853,,10.406,5.219,1.1661,0.1322,1.0388,8.708,174.0,0.1741,4.118e-05,0.9996,,2.107,0.7029,,0.02693,1443.0
43713.6,2340.49,237.7,72.3,0.9996,0.6584,0.09846,0.5791,9.99e-06,31.91,16.196,7.101,0.10664,252.7,2.421,0.8836,6.842,76.32,1.54e-06,5.573,,22.04,3.73,8.2456,0.0744,1.9268,,10.468,5.127,1.1392,0.1337,0.9913,8.157,175.1,0.1689,4.031e-05,0.9988,,2.044,0.6778,,0.02717,1430.0
43789.51,2352.39,239.8,74.87,0.9999,0.6617,0.10186,0.5948,1.033e-05,37.14,16.367,7.348,0.10784,251.1,2.519,0.9232,6.605,77.18,1.6e-06,5.577,,21.96,3.796,8.4324,0.0751,1.8438,,10.694,5.151,1.1558,0.1333,0.9911,8.344,176.0,0.1717,4.062e-05,0.9991,,2.168,0.6925,,0.0278,1418.0
41253.4,2225.12,246.4,70.25,1.0004,0.6187,0.09413,0.5507,9.51e-06,38.04,14.768,6.709,0.10383,230.5,2.24,0.8421,6.1,72.67,1.42e-06,5.291,,20.16,3.929,7.7908,0.0709,2.0606,,9.86,4.615,1.0952,0.1234,0.909,7.708,171.8,0.1589,3.693e-05,1.0006,,2.292,0.6291,,0.02717,1393.0
41492.39,2203.46,254.6,68.6,1.0005,0.6192,0.09381,0.5784,9.57e-06,37.49,14.523,7.131,0.10359,231.8,2.305,0.8861,6.232,72.37,1.39e-06,5.545,,20.31,4.169,9.1114,0.0755,1.9861,,11.744,4.649,1.2521,0.1231,0.9297,8.251,170.8,0.16,3.823e-05,1.005,,2.345,0.6597,,0.02927,1360.0
42869.03,2260.16,252.0,70.62,0.9999,0.6275,0.09642,0.6675,9.8e-06,38.99,14.77,7.603,0.1043,235.3,2.328,0.8876,6.296,73.12,1.42e-06,6.26,,20.75,4.14,8.5794,0.077,2.062,,11.657,4.722,1.186,0.1249,1.0032,8.508,169.0,0.1642,3.889e-05,1.0027,,2.247,0.6527,,0.03105,1364.0
43022.26,2315.32,253.3,75.68,0.9999,0.6316,0.0983,0.6433,1.008e-05,39.3,15.37,7.507,0.106,237.3,2.322,0.8842,6.361,72.93,1.49e-06,6.35,,20.88,4.598,8.4113,0.0835,2.1849,,11.534,4.86,1.1834,0.1276,1.0779,9.654,168.0,0.1751,3.979e-05,1.0008,,2.263,0.6545,,0.03082,1363.0
41940.3,2220.5,244.9,72.51,1.0,0.6156,0.09303,0.6004,9.6e-06,39.71,14.281,6.951,0.10156,227.1,2.191,0.8379,6.036,70.93,1.33e-06,7.199,,19.95,4.36,8.2187,0.0802,2.1527,,10.884,4.806,1.1001,0.123,0.9806,10.025,168.1,0.1633,3.64e-05,1.0006,,2.096,0.6175,,0.02887,1312.0
42278.03,2228.96,244.4,73.72,1.0008,0.6203,0.09713,0.6078,1.16e-05,42.22,14.32,7.092,0.10282,229.8,2.39,0.8513,6.167,72.19,1.41e-06,9.99,,20.74,4.408,8.17,0.08,2.0991,,12.05,5.696,1.1249,0.1247,1.008,10.759,168.8,0.1622,3.903e-05,0.9981,,2.18,0.6322,,0.02988,1329.0
41374.65,2196.52,238.8,70.87,1.0009,0.6103,0.09295,0.5804,1.03e-05,40.62,14.013,6.784,0.10203,225.9,2.266,0.8175,6.063,71.18,1.33e-06,10.508,,19.96,4.205,8.0393,0.0786,1.9846,,11.104,5.28,1.1061,0.1221,1.056,9.383,168.0,0.1584,3.615e-05,0.9979,,2.086,0.6105,,0.02915,1317.0
42657.8,2219.43,241.7,74.42,1.0002,0.6125,0.09213,0.6021,1.044e-05,41.16,14.674,6.885,0.1009,228.1,2.29,0.8011,5.945,70.85,1.31e-06,9.808,,19.92,4.43,7.881,0.0796,2.161,,10.902,5.305,1.101,0.1213,1.263,9.304,173.7,0.1602,3.528e-05,0.9986,,2.237,0.6105,,0.03196,1291.0
42275.99,2177.91,252.9,73.0,1.0002,0.6047,0.09023,0.5761,1.012e-05,39.74,14.1,6.706,0.1006,225.2,2.431,0.7662,5.834,70.73,1.25e-06,9.276,,19.65,4.188,8.0937,0.0815,2.0652,,10.421,5.108,1.0735,0.1195,1.1757,8.753,171.2,0.1558,3.409e-05,1.0008,,2.108,0.6786,,0.03291,1290.0
43668.93,2202.17,260.3,82.21,0.9999,0.6171,0.0915,0.5894,1.024e-05,43.46,14.253,6.951,0.10273,229.5,2.845,0.7759,5.926,69.83,1.27e-06,8.833,,20.18,4.492,8.1103,0.087,2.3818,,10.663,5.33,1.105,0.122,1.4603,9.376,174.7,0.1607,3.449e-05,0.9995,,2.247,0.688,,0.03474,1287.0
43861.8,2239.61,272.1,93.84,0.9999,0.6241,0.09499,0.6351,1.043e-05,45.97,15.305,8.42,0.10463,233.0,3.538,0.8164,6.182,70.93,1.31e-06,9.164,,20.65,4.294,8.517,0.0913,2.2995,,11.402,5.499,1.1582,0.1247,1.4131,10.647,173.3,0.1652,3.599e-05,1.0,,2.521,0.6876,,0.03488,1324.0
43969.04,2324.54,271.1,97.9,0.9993,0.6244,0.09499,0.6226,1.091e-05,45.35,15.479,7.954,0.10508,238.2,3.36,0.8773,6.392,73.58,1.58e-06,9.336,,21.9,4.475,9.2589,0.0907,2.2996,,11.399,5.53,1.4193,0.1266,1.3963,10.143,176.8,0.1901,3.791e-05,1.0,,3.462,0.695,,0.03601,1391.0
43702.16,2308.2,271.0,107.88,0.9997,0.6195,0.09346,0.613,1.107e-05,48.05,15.682,8.326,0.10676,232.7,3.902,0.8577,6.339,72.45,1.48e-06,9.546,,21.47,4.779,9.3129,0.0911,2.4536,,11.33,5.64,1.3934,0.1266,1.4759,10.25,178.5,0.1825,3.649e-05,1.0001,,3.447,0.7534,,0.03551,1382.0
42991.5,2264.05,264.5,112.45,0.9995,0.6121,0.09171,0.5919,1.066e-05,47.68,15.262,8.611,0.1062,228.9,3.798,0.8474,6.842,71.12,1.38e-06,9.795,,20.84,4.607,9.3105,0.0902,2.3846,,11.233,5.637,1.354,0.1258,1.3884,10.811,171.2,0.186,3.513e-05,0.9989,,3.566,0.7142,,0.03454,1395.0
43576.13,2271.35,266.9,120.91,0.9998,0.6462,0.09435,0.6242,1.102e-05,48.18,15.585,9.191,0.10586,234.8,4.25,0.9117,6.969,72.22,1.41e-06,9.549,,21.44,4.627,10.408,0.0924,2.412,,11.894,5.79,1.3875,0.131,1.5159,10.556,174.3,0.1965,3.734e-05,0.9989,,3.373,0.8166,,0.03806,1406.0
42508.93,2230.88,297.7,112.49,1.0001,0.6219,0.09135,0.6087,1.059e-05,44.41,15.092,8.819,0.10305,229.3,4.301,1.0191,7.346,73.24,1.33e-06,9.242,,20.84,5.174,10.7437,0.0901,2.3647,,11.637,5.757,1.3261,0.126,1.6262,10.465,174.2,0.1987,3.558e-05,0.9996,,3.468,0.8838,,0.03741,1414.0
43428.85,2378.35,324.1,106.91,0.9993,0.634,0.09365,0.6334,1.089e-05,42.39,16.709,8.694,0.10534,264.1,4.083,1.0368,7.237,75.98,1.44e-06,9.212,,22.72,4.993,10.1384,0.0923,2.494,,11.96,5.929,1.5052,0.1307,1.5603,10.451,175.5,0.1914,3.702e-05,1.0013,,3.957,0.8301,,0.03684,1530.0
42563.76,2344.15,322.6,101.8,0.9996,0.6346,0.09174,0.6158,1.061e-05,39.8,16.005,8.426,0.10545,261.5,3.756,1.0021,7.806,76.51,1.34e-06,9.752,,22.44,4.557,9.6173,0.0894,2.3179,,11.4,6.251,1.4678,0.132,1.4729,9.707,174.4,0.1884,3.547e-05,1.0005,,3.58,0.7966,,0.03549,1559.0
42066.95,2299.2,313.7,106.17,0.9998,0.623,0.09097,0.6083,1.041e-05,40.18,15.54,8.291,0.1056,254.1,3.62,0.9733,7.568,73.25,1.34e-06,9.377,,22.49,4.607,9.681,0.089,2.301,,10.986,5.81,1.5098,0.1296,1.4252,9.713,166.4,0.1813,3.522e-05,1.0003,,3.911,0.8057,,0.03504,1537.0
42140.28,2291.68,317.1,101.9,1.0,0.6207,0.09,0.6011,1.043e-05,39.33,15.167,8.346,0.10595,270.5,3.676,0.9509,7.358,73.22,1.31e-06,12.246,,22.26,4.548,9.387,0.087,2.2274,,10.75,6.005,1.4801,0.1325,1.417,9.695,165.8,0.178,3.507e-05,1.0002,,3.602,0.8082,,0.03562,1601.0
42283.58,2281.87,311.8,101.72,1.0003,0.6156,0.08955,0.594,1.036e-05,38.55,14.941,8.202,0.10764,259.7,3.65,0.9707,7.222,72.83,1.3e-06,13.286,,21.92,4.471,9.3869,0.0859,2.1315,,10.6,6.92,1.5612,0.129,1.4976,9.643,164.9,0.1839,3.496e-05,0.9985,,3.706,0.7752,,0.03432,1701.0
44179.55,2352.04,313.5,109.91,0.9999,0.6294,0.09199,0.6232,1.068e-05,41.94,15.548,8.595,0.10772,267.8,3.794,1.0157,7.6,74.72,1.41e-06,12.936,,22.5,4.74,9.9369,0.0915,2.2811,,11.201,7.569,1.7345,0.132,1.5913,10.158,169.5,0.2175,3.664e-05,0.9999,,3.99,0.8438,,0.03655,1652.0
44946.91,2355.34,312.2,106.73,0.9997,0.6246,0.0911,0.605,1.056e-05,40.61,15.166,8.411,0.10834,257.1,3.923,0.9691,7.175,72.97,1.34e-06,13.967,,21.97,4.655,10.2556,0.097,2.285,,10.963,7.174,1.7701,0.1291,1.545,9.917,167.4,0.2073,3.549e-05,0.9987,,3.711,0.9062,,0.03499,1830.0
42845.23,2209.72,315.8,98.52,0.9995,0.5823,0.08201,0.5569,9.57e-06,36.8,14.148,7.626,0.10675,234.0,3.771,0.8539,6.433,65.24,1.18e-06,14.398,,20.03,4.423,9.0578,0.0883,2.0971,,9.922,6.288,1.9137,0.1205,1.5539,8.708,154.1,0.1894,3.144e-05,0.9992,,3.475,0.8437,,0.03209,1806.0
44151.1,2267.11,323.7,104.91,0.9991,0.5868,0.08401,0.5699,9.99e-06,38.72,14.526,7.879,0.10696,239.5,3.91,0.883,6.53,66.41,1.25e-06,13.864,,20.47,4.375,10.3176,0.0879,2.2021,,10.268,6.495,2.004,0.1216,1.7181,9.166,164.8,0.1987,3.241e-05,1.0008,,3.714,0.8535,,0.03274,1776.0
44145.11,2268.78,317.5,99.94,0.9993,0.5757,0.08267,0.5414,9.81e-06,36.46,14.091,7.45,0.10438,239.3,3.552,0.8525,6.434,66.0,1.19e-06,13.306,,20.13,4.012,9.6409,0.0847,2.0538,,10.328,6.153,1.952,0.1191,1.6099,9.0,155.8,0.1846,3.176e-05,1.0007,,3.444,0.8999,,0.03114,1741.0
43968.32,2240.78,307.5,93.77,0.9995,0.5679,0.08058,0.5227,9.61e-06,34.61,13.436,7.133,0.10387,236.1,3.479,0.8281,6.308,65.64,1.15e-06,12.007,,19.88,3.815,9.048,0.0795,2.0019,,9.829,5.894,1.7519,0.12,1.5713,8.576,152.6,0.1719,3.109e-05,1.0006,,3.225,0.8316,,0.02978,1700.0
43929.02,2221.42,302.4,89.44,0.9994,0.5515,0.07824,0.4945,9.02e-06,33.64,13.151,6.899,0.1028,232.5,3.215,0.8011,6.004,64.27,1.12e-06,11.276,,19.27,3.635,8.4746,0.0752,1.9013,,9.41,5.623,1.7218,0.1152,1.6657,8.058,146.1,0.1635,2.918e-05,0.9994,,3.171,0.8002,,0.02867,1752.0
46951.04,2330.44,303.7,97.88,0.9992,0.5776,0.0813,0.5412,9.58e-06,36.08,14.139,7.483,0.1042,253.9,3.416,0.8416,6.24,67.73,1.19e-06,13.712,,20.32,4.058,8.808,0.0814,2.0189,,9.95,5.856,1.8213,0.1195,2.0241,8.657,147.8,0.1717,3.051e-05,0.9979,,3.414,0.8599,,0.03114,1818.0
46110.0,2344.29,301.1,99.36,0.9998,0.5669,0.07923,0.5124,9.67e-06,34.65,13.716,7.129,0.10277,244.8,3.222,0.8066,6.011,66.99,1.2e-06,12.742,,21.22,3.86,8.2828,0.0775,1.9058,,9.666,5.491,1.8438,0.1165,1.8266,8.091,144.4,0.1604,2.912e-05,0.9984,,3.641,0.7983,,0.03001,1847.0
46653.99,2584.38,305.8,102.0,0.9997,0.6008,0.08307,0.566,9.98e-06,38.53,15.072,7.991,0.10524,254.7,3.603,0.8992,6.568,70.1,1.33e-06,13.899,,26.41,4.234,8.8857,0.0834,2.1394,,10.385,5.942,2.2281,0.1208,1.8478,9.219,149.0,0.1778,3.155e-05,0.9985,,3.932,0.842,,0.03268,2038.0
46339.16,2618.01,308.2,99.9,1.0,0.6019,0.08456,0.582,1.015e-05,39.29,15.022,8.148,0.10619,276.1,3.612,0.9263,6.819,71.88,1.37e-06,13.088,,29.62,4.069,9.4469,0.0842,2.2013,,10.655,6.459,2.2587,0.1234,1.7778,9.505,152.7,0.1872,3.235e-05,0.9983,,3.966,1.0927,,0.03305,2138.0
42782.73,2522.54,296.6,92.12,1.0004,0.5699,0.08007,0.5476,9.64e-06,35.93,14.151,7.567,0.10684,259.3,3.458,0.8635,6.579,72.97,1.24e-06,12.232,,29.01,3.828,9.0167,0.0801,2.175,,9.965,5.973,2.2032,0.119,1.634,9.194,152.0,0.1747,3.038e-05,0.9983,,3.913,1.1685,,0.03082,2026.0
42847.99,2578.19,302.2,95.85,1.0002,0.5747,0.08092,0.5491,9.88e-06,36.49,14.345,7.617,0.11424,254.1,3.404,0.8818,6.632,71.98,1.25e-06,12.918,,28.59,3.892,10.004,0.0811,2.1318,,10.208,6.029,2.1762,0.1201,1.6718,10.052,155.8,0.1709,3.095e-05,0.9986,,3.805,1.2895,,0.03101,2070.0
41732.35,2472.87,299.5,93.81,1.0007,0.5763,0.08003,0.5251,9.58e-06,35.29,14.755,7.319,0.11121,245.7,3.307,0.8374,6.319,69.78,1.19e-06,12.598,,26.49,3.764,9.6752,0.0771,1.9856,,9.994,5.814,2.0302,0.1181,1.5809,10.112,154.1,0.1614,3.004e-05,0.9986,,3.479,1.2506,,0.02936,2034.0
42511.1,2511.78,317.5,94.36,1.0006,0.5757,0.08108,0.5276,9.54e-06,35.61,15.185,7.509,0.10865,250.2,3.306,0.8447,6.671,69.13,1.21e-06,12.888,,26.74,3.765,9.5099,0.0777,2.0203,,10.183,5.925,2.11,0.1182,1.5869,9.947,157.2,0.1627,3.076e-05,1.0033,,3.452,1.3716,,0.03023,2018.0
43137.95,2587.4,315.2,97.61,1.0003,0.5757,0.08134,0.5356,9.67e-06,35.57,15.271,7.493,0.10807,251.2,3.24,0.845,6.825,69.44,1.24e-06,12.685,,27.29,3.975,9.4361,0.0806,2.086,,10.288,5.857,2.1509,0.1185,1.6333,9.999,157.4,0.1693,3.146e-05,1.0018,,3.602,1.2704,,0.0305,2012.0
42776.1,2530.19,309.4,102.1,1.001,0.5685,0.08059,0.5282,9.53e-06,36.06,15.761,7.35,0.10838,244.2,3.308,0.8103,6.77,69.46,1.21e-06,12.174,,26.18,4.196,9.3359,0.0789,2.0477,,10.153,5.79,2.0383,0.1188,1.5747,9.751,157.8,0.1676,3.072e-05,1.002,,3.457,1.2933,,0.0301,1996.0
41327.5,2470.81,313.0,94.4,1.001,0.552,0.07808,0.5026,9.21e-06,33.59,14.658,7.017,0.10813,237.7,3.083,0.7861,6.32,68.11,1.14e-06,11.485,,24.46,4.322,8.7189,0.0753,1.935,,9.7,5.616,1.8918,0.1143,1.4855,9.632,153.2,0.1548,2.926e-05,1.0041,,3.215,1.1586,,0.02853,1988.0
41659.03,2492.0,314.7,93.62,1.0009,0.5443,0.07857,0.5044,9.31e-06,32.73,16.118,6.894,0.1105,236.8,3.01,0.7621,6.357,71.29,1.14e-06,11.213,,25.33,4.127,8.5855,0.0755,1.9374,,9.71,5.48,1.8564,0.1139,1.4958,10.14,158.4,0.1535,2.925e-05,1.0037,,3.204,1.1659,,0.02859,1966.0
41696.04,2472.01,317.2,92.88,1.0007,0.5534,0.08777,0.516,9.68e-06,32.89,15.781,6.913,0.11006,239.1,2.967,0.7871,6.497,71.36,1.17e-06,11.439,,24.72,4.004,8.5718,0.0764,1.9192,,9.845,5.513,1.8169,0.1155,1.4874,9.763,156.7,0.1603,3.425e-05,1.0025,,3.196,1.1024,,0.02851,1972.0
